Order_ID,Restaurant_Name,City,Delivery_Time,Distance,Cost,Rating,Order_Date,Order_Month,Order_day
5082,Foodies,Bangalore,37,6.17,717,4.5,02/04/2024,4,2
5083,Foodies,Mumbai,31,4.2,342,3.3,18/07/2024,7,18
5084,Urban Kitchen,Kolkata,38,5.74,525,3,27/12/2024,12,27
5085,Spice Hub,Bangalore,52,9.64,152,2.9,23/07/2024,7,23
5086,Spice Hub,Mumbai,51,1.93,325,4.7,24/03/2024,3,24
5087,Tasty Bites,Bangalore,69,1.31,813,3.9,16/04/2024,4,16
5088,Urban Kitchen,Delhi,77,7.12,697,1.6,03/09/2024,9,3
5089,Spice Hub,Bangalore,68,12.11,661,2.7,05/01/2024,1,5
5090,Urban Kitchen,Bangalore,15,1.43,994,2.2,24/09/2024,9,24
5091,Quickeats,Delhi,37,12.89,871,4.9,30/10/2024,10,30
5092,Foodies,Mumbai,40,6.37,418,2.7,14/01/2024,1,14
5093,Foodies,Bangalore,48,2.66,806,1.3,04/11/2024,11,4
5094,Foodies,Chennai,59,8.94,468,2.6,05/08/2024,8,5
5095,Urban Kitchen,Bangalore,46,14.33,347,2.3,21/08/2024,8,21
5096,Urban Kitchen,Mumbai,24,8.6,667,3.4,14/02/2024,2,14
5097,Tasty Bites,Delhi,60,10.61,276,1.9,08/06/2024,6,8
5098,Foodies,Mumbai,79,12.43,575,1.1,06/06/2024,6,6
5099,Tasty Bites,Kolkata,32,12.19,761,1.4,24/09/2024,9,24
5100,Foodies,Bangalore,34,2.02,112,2.1,09/04/2024,4,9
5101,Tasty Bites,Bangalore,55,11.37,460,2.4,23/03/2024,3,23
5102,Tasty Bites,Delhi,32,14.29,388,4.3,13/02/2024,2,13
5103,Quickeats,Bangalore,19,10.81,530,2.1,01/06/2024,6,1
5104,Tasty Bites,Chennai,41,12.71,675,1.1,18/06/2024,6,18
5105,Urban Kitchen,Chennai,60,7.8,438,4.1,21/01/2024,1,21
5106,Tasty Bites,Mumbai,50,5.47,716,3,06/09/2024,9,6
5107,Foodies,Delhi,74,10.47,850,3,07/07/2024,7,7
5108,Tasty Bites,Kolkata,74,7.89,133,2.1,17/11/2024,11,17
5109,Spice Hub,Mumbai,49,13.53,423,4.1,22/12/2024,12,22
5110,Foodies,Delhi,27,14.64,650,1,21/01/2024,1,21
5111,Spice Hub,Delhi,45,12.48,555,4.7,08/10/2024,10,8
5112,Foodies,Mumbai,40,14.9,324,4.5,08/06/2024,6,8
5113,Urban Kitchen,Mumbai,63,5.88,740,3.2,06/08/2024,8,6
5114,Urban Kitchen,Bangalore,72,13.54,232,2.1,17/01/2024,1,17
5115,Urban Kitchen,Unknown,10,5.62,579,1.1,04/01/2024,1,4
5116,Spice Hub,Chennai,61,2.65,651,5,08/02/2024,2,8
5117,Quickeats,Bangalore,66,9.7,930,4,27/09/2024,9,27
5118,Foodies,Delhi,18,7.37,996,2.4,15/10/2024,10,15
5119,Urban Kitchen,Kolkata,65,13.9,320,1.1,07/07/2024,7,7
5120,Foodies,Kolkata,56,7.89,500,3.6,21/05/2024,5,21
5121,Spice Hub,Mumbai,12,13.99,705,4.9,11/12/2024,12,11
5122,Quickeats,Kolkata,11,2.1,710,3.8,29/10/2024,10,29
5123,Spice Hub,Kolkata,63,12.63,159,1.3,09/05/2024,5,9
5124,Foodies,Delhi,46,11.63,740,2.6,11/12/2024,12,11
5125,Quickeats,Bangalore,65,11.08,231,1.4,17/11/2024,11,17
5126,Quickeats,Unknown,40,5.97,492,4.6,24/06/2024,6,24
5127,Spice Hub,Mumbai,21,11.97,912,2.3,12/07/2024,7,12
5128,Urban Kitchen,Bangalore,67,7.77,680,3.9,02/12/2024,12,2
5129,Foodies,Mumbai,76,11.01,113,1.3,30/09/2024,9,30
5130,Tasty Bites,Kolkata,35,8.73,534,1.5,27/06/2024,6,27
5131,Tasty Bites,Bangalore,21,3.2,573,3.7,27/08/2024,8,27
5132,Spice Hub,Kolkata,25,1.9,250,4.4,11/05/2024,5,11
5133,Foodies,Delhi,62,6.13,785,1.8,21/03/2024,3,21
5134,Foodies,Bangalore,58,14.06,569,2.7,09/06/2024,6,9
5135,Spice Hub,Mumbai,58,8.42,510,3.5,29/06/2024,6,29
5136,Foodies,Delhi,16,12.23,444,4.2,25/09/2024,9,25
5137,Urban Kitchen,Chennai,24,9.06,903,3.5,22/11/2024,11,22
5138,Spice Hub,Mumbai,45,14.41,551,1.4,27/02/2024,2,27
5139,Urban Kitchen,Kolkata,24,6.17,643,3.2,09/07/2024,7,9
5140,Foodies,Mumbai,71,1.8,172,4.5,16/11/2024,11,16
5141,Spice Hub,Chennai,27,11.93,293,4.5,25/12/2024,12,25
5142,Foodies,Mumbai,55,10.88,661,3.3,11/02/2024,2,11
5143,Spice Hub,Delhi,70,8.39,668,3,04/04/2024,4,4
5144,Foodies,Mumbai,52,5.57,728,1.4,21/12/2024,12,21
5145,Urban Kitchen,Bangalore,53,3.64,291,2.9,29/03/2024,3,29
5146,Urban Kitchen,Chennai,75,7.75,529,4.1,18/04/2024,4,18
5147,Foodies,Mumbai,64,10.33,600,1.6,20/08/2024,8,20
5148,Spice Hub,Chennai,48,9.1,316,4.9,22/10/2024,10,22
5149,Tasty Bites,Delhi,14,7.12,722,2.4,15/12/2024,12,15
5150,Urban Kitchen,Bangalore,66,8.56,584,2.4,11/04/2024,4,11
5151,Urban Kitchen,Kolkata,24,2.51,700,1.9,21/01/2024,1,21
5152,Tasty Bites,Mumbai,25,10.74,459,2.2,23/03/2024,3,23
5153,Foodies,Delhi,66,11.28,921,3.3,09/06/2024,6,9
5154,Spice Hub,Chennai,34,1.16,408,2.7,16/07/2024,7,16
5155,Foodies,Chennai,31,4.79,768,1.8,11/02/2024,2,11
5156,Quickeats,Delhi,40,2.29,520,4.2,06/02/2024,2,6
5157,Urban Kitchen,Mumbai,43,14.98,680,1.2,18/07/2024,7,18
5158,Quickeats,Kolkata,25,9.31,881,3,28/11/2024,11,28
5159,Urban Kitchen,Mumbai,79,7.52,836,2.1,02/06/2024,6,2
5160,Urban Kitchen,Bangalore,68,7.48,510,3,08/02/2024,2,8
5161,Quickeats,Mumbai,24,14.51,616,2.5,16/02/2024,2,16
5162,Quickeats,Bangalore,22,10.24,342,3.3,07/11/2024,11,7
5163,Foodies,Chennai,33,3.36,729,4.2,19/04/2024,4,19
5164,Quickeats,Bangalore,22,7.27,271,5,04/07/2024,7,4
5165,Foodies,Kolkata,74,11.84,754,2.2,03/07/2024,7,3
5166,Foodies,Delhi,45,6.93,934,3.2,22/11/2024,11,22
5167,Foodies,Bangalore,58,5.33,868,2.9,03/08/2024,8,3
5168,Urban Kitchen,Mumbai,57,14.88,559,5,19/04/2024,4,19
5169,Urban Kitchen,Bangalore,52,14.1,464,4.2,18/07/2024,7,18
5170,Quickeats,Chennai,15,14.18,929,2.6,21/06/2024,6,21
5171,Urban Kitchen,Bangalore,77,2.84,177,2.9,16/11/2024,11,16
5172,Quickeats,Kolkata,23,4.28,668,2,04/01/2024,1,4
5173,Urban Kitchen,Bangalore,39,7.19,589,4,01/03/2024,3,1
5174,Spice Hub,Kolkata,17,12.65,631,4.4,19/06/2024,6,19
5175,Spice Hub,Mumbai,63,11.32,625,4.9,26/12/2024,12,26
5176,Quickeats,Chennai,75,12.9,305,3.3,26/05/2024,5,26
5177,Urban Kitchen,Delhi,13,13.89,848,3.7,07/12/2024,12,7
5178,Urban Kitchen,Mumbai,69,11.93,792,2.8,21/12/2024,12,21
5179,Foodies,Mumbai,62,4.66,390,3.4,08/05/2024,5,8
5180,Tasty Bites,Delhi,24,5,800,2.4,26/05/2024,5,26
5181,Quickeats,Bangalore,10,5.93,603,4,20/02/2024,2,20
5182,Tasty Bites,Bangalore,31,5.24,758,1.1,04/03/2024,3,4
5183,Tasty Bites,Bangalore,24,4.49,951,1.1,03/03/2024,3,3
5184,Quickeats,Chennai,31,11.53,653,3.9,11/10/2024,10,11
5185,Urban Kitchen,Mumbai,59,1.48,527,4.7,12/02/2024,2,12
5186,Quickeats,Kolkata,57,11.2,570,3.5,10/03/2024,3,10
5187,Tasty Bites,Delhi,60,12.53,965,3,12/09/2024,9,12
5188,Urban Kitchen,Mumbai,26,1.92,612,4.3,21/10/2024,10,21
5189,Spice Hub,Bangalore,60,1.87,423,2.4,23/01/2024,1,23
5190,Quickeats,Delhi,46,5,715,3,13/09/2024,9,13
5191,Quickeats,Kolkata,58,3.92,354,4.7,01/03/2024,3,1
5192,Urban Kitchen,Mumbai,68,9.14,820,4.8,25/07/2024,7,25
5193,Spice Hub,Mumbai,19,10.46,829,2.8,07/10/2024,10,7
5194,Spice Hub,Chennai,39,9.88,689,1.9,11/05/2024,5,11
5195,Urban Kitchen,Mumbai,30,6,150,4.6,30/12/2024,12,30
5196,Foodies,Mumbai,43,7.98,899,3.8,29/12/2024,12,29
5197,Quickeats,Kolkata,59,9.96,199,1,01/01/2024,1,1
5198,Quickeats,Kolkata,56,2.67,823,1.4,09/02/2024,2,9
5199,Tasty Bites,Delhi,15,4.21,563,4.9,03/10/2024,10,3
5200,Urban Kitchen,Bangalore,59,13.47,598,1.2,03/09/2024,9,3
5201,Tasty Bites,Kolkata,72,5.79,336,2.1,17/05/2024,5,17
5202,Tasty Bites,Delhi,21,12.22,906,3.2,17/11/2024,11,17
5203,Spice Hub,Mumbai,50,4.51,571,1.7,17/01/2024,1,17
5204,Quickeats,Delhi,40,1.58,497,1.9,03/05/2024,5,3
5205,Tasty Bites,Delhi,11,8.01,256,2.4,31/03/2024,3,31
5206,Spice Hub,Delhi,25,13.49,397,2.1,02/09/2024,9,2
5207,Urban Kitchen,Delhi,10,12.47,113,4.2,22/04/2024,4,22
5208,Tasty Bites,Kolkata,13,4.54,215,3,05/05/2024,5,5
5209,Quickeats,Bangalore,56,13.74,238,2.1,22/09/2024,9,22
5210,Tasty Bites,Delhi,74,7.72,174,2.3,28/08/2024,8,28
5211,Urban Kitchen,Chennai,61,1.69,914,1.2,17/05/2024,5,17
5212,Tasty Bites,Mumbai,56,1.39,459,1.2,02/09/2024,9,2
5213,Quickeats,Mumbai,59,7.79,123,3.9,25/08/2024,8,25
5214,Spice Hub,Mumbai,54,8.65,505,1.5,29/10/2024,10,29
5215,Quickeats,Mumbai,51,2.12,788,2.9,09/01/2024,1,9
5216,Spice Hub,Mumbai,65,13.91,666,4.4,15/02/2024,2,15
5217,Foodies,Delhi,66,11.06,824,2.5,24/12/2024,12,24
5218,Quickeats,Bangalore,42,12.22,551,2.4,03/05/2024,5,3
5219,Quickeats,Unknown,37,9.18,433,4.5,08/03/2024,3,8
5220,Urban Kitchen,Kolkata,53,10.29,428,4.5,30/12/2024,12,30
5221,Tasty Bites,Chennai,65,6.43,774,4.5,19/11/2024,11,19
5222,Spice Hub,Kolkata,53,10.51,399,3.3,11/05/2024,5,11
5223,Spice Hub,Kolkata,43,14.69,775,4.8,26/12/2024,12,26
5224,Urban Kitchen,Chennai,23,10.07,188,4.3,24/08/2024,8,24
5225,Urban Kitchen,Delhi,77,5.78,114,2.7,31/07/2024,7,31
5226,Tasty Bites,Mumbai,38,4.99,400,3.5,28/02/2024,2,28
5227,Tasty Bites,Delhi,26,14.49,733,1.5,01/06/2024,6,1
5228,Quickeats,Mumbai,18,3.59,417,3.2,07/10/2024,10,7
5229,Foodies,Bangalore,36,12.29,959,2.1,22/03/2024,3,22
5230,Tasty Bites,Kolkata,58,7.51,277,2.1,25/08/2024,8,25
5231,Urban Kitchen,Chennai,46,7.21,561,1.5,07/11/2024,11,7
5232,Tasty Bites,Bangalore,37,11.47,368,2.4,18/02/2024,2,18
5233,Spice Hub,Mumbai,59,3.07,204,2.9,05/03/2024,3,5
5234,Foodies,Delhi,64,7.53,770,3.4,07/07/2024,7,7
5235,Quickeats,Chennai,13,1.5,616,2.2,09/01/2024,1,9
5236,Spice Hub,Kolkata,28,10.39,438,4.2,05/04/2024,4,5
5237,Spice Hub,Bangalore,46,1.82,491,3.1,25/03/2024,3,25
5238,Foodies,Kolkata,13,2.22,240,3.6,05/02/2024,2,5
5239,Quickeats,Mumbai,46,12.83,268,2.1,23/03/2024,3,23
5240,Urban Kitchen,Kolkata,60,7.2,116,4.3,11/06/2024,6,11
5241,Quickeats,Delhi,41,3.81,643,3.5,01/08/2024,8,1
5242,Tasty Bites,Bangalore,54,9.3,104,4.4,08/08/2024,8,8
5243,Spice Hub,Bangalore,21,8.27,993,1.6,13/11/2024,11,13
5244,Tasty Bites,Delhi,50,6.75,236,2.5,14/11/2024,11,14
5245,Urban Kitchen,Kolkata,65,13.68,718,1.5,28/04/2024,4,28
5246,Tasty Bites,Delhi,23,11.49,261,1.9,16/03/2024,3,16
5247,Quickeats,Chennai,63,3.12,868,2.6,09/03/2024,3,9
5248,Tasty Bites,Delhi,72,8.99,779,4.6,03/04/2024,4,3
5249,Urban Kitchen,Kolkata,74,2.24,562,3.2,14/11/2024,11,14
5250,Urban Kitchen,Delhi,67,4.43,537,2.3,12/11/2024,11,12
5251,Urban Kitchen,Mumbai,30,13.74,481,4,20/12/2024,12,20
5252,Quickeats,Delhi,13,7.47,899,1.1,19/10/2024,10,19
5253,Urban Kitchen,Delhi,55,13.49,481,2.5,10/09/2024,9,10
5254,Spice Hub,Kolkata,21,3.32,581,3.4,04/01/2024,1,4
5255,Urban Kitchen,Chennai,39,3.87,454,3.3,25/02/2024,2,25
5256,Tasty Bites,Chennai,69,5.94,344,3.4,12/02/2024,2,12
5257,Tasty Bites,Kolkata,74,6.13,724,1.8,03/10/2024,10,3
5258,Tasty Bites,Kolkata,23,11.43,789,2.3,27/02/2024,2,27
5259,Quickeats,Kolkata,53,9.39,575,3,06/09/2024,9,6
5260,Tasty Bites,Mumbai,35,8.75,564,4.9,23/05/2024,5,23
5261,Quickeats,Bangalore,25,9.43,289,2.2,04/11/2024,11,4
5262,Quickeats,Delhi,16,11.25,593,3.6,18/01/2024,1,18
5263,Urban Kitchen,Kolkata,41,13.5,622,2,08/11/2024,11,8
5264,Spice Hub,Kolkata,25,6.81,634,2.5,16/12/2024,12,16
5265,Urban Kitchen,Kolkata,71,12.24,730,4.2,14/06/2024,6,14
5266,Urban Kitchen,Chennai,39,7.93,381,3,01/02/2024,2,1
5267,Quickeats,Kolkata,21,11.11,930,4.4,21/04/2024,4,21
5268,Quickeats,Delhi,76,13.25,529,3.5,12/08/2024,8,12
5269,Tasty Bites,Kolkata,55,1.45,680,3.5,01/10/2024,10,1
5270,Tasty Bites,Delhi,52,8.65,957,1.1,05/12/2024,12,5
5271,Urban Kitchen,Mumbai,64,14.85,745,4,30/10/2024,10,30
5272,Foodies,Bangalore,54,7.95,352,4.9,14/03/2024,3,14
5273,Foodies,Chennai,69,13.1,662,2.9,02/06/2024,6,2
5274,Tasty Bites,Delhi,41,3.6,142,1.6,19/04/2024,4,19
5275,Foodies,Mumbai,17,9.46,581,4.9,03/12/2024,12,3
5276,Tasty Bites,Bangalore,71,13.18,240,2.2,21/06/2024,6,21
5277,Quickeats,Bangalore,29,7.04,610,2.6,27/09/2024,9,27
5278,Urban Kitchen,Bangalore,27,7.81,636,1.3,25/05/2024,5,25
5279,Spice Hub,Delhi,15,2.15,997,1.4,13/10/2024,10,13
5280,Urban Kitchen,Mumbai,38,1.59,369,1.9,11/04/2024,4,11
5281,Tasty Bites,Kolkata,13,7.56,460,3.2,15/01/2024,1,15
5282,Tasty Bites,Mumbai,52,12.81,715,3.2,05/09/2024,9,5
5283,Urban Kitchen,Mumbai,43,14.04,394,3.4,05/03/2024,3,5
5284,Tasty Bites,Mumbai,42,10.22,764,3.3,26/12/2024,12,26
5285,Foodies,Delhi,24,12.57,574,3,22/06/2024,6,22
5286,Foodies,Delhi,49,11.29,915,4.2,26/11/2024,11,26
5287,Tasty Bites,Delhi,14,10.82,982,3,23/12/2024,12,23
5288,Tasty Bites,Mumbai,59,11.77,571,2.1,30/01/2024,1,30
5289,Foodies,Delhi,75,8.07,916,1.5,10/02/2024,2,10
5290,Tasty Bites,Bangalore,63,7.41,260,2.7,07/03/2024,3,7
5291,Tasty Bites,Delhi,55,3.23,894,1.1,29/09/2024,9,29
5292,Urban Kitchen,Chennai,20,12.81,144,4.5,26/01/2024,1,26
5293,Spice Hub,Delhi,58,1.62,898,2,27/04/2024,4,27
5294,Foodies,Delhi,32,4.74,930,3.2,24/11/2024,11,24
5295,Urban Kitchen,Delhi,64,8.28,979,1.5,27/07/2024,7,27
5296,Spice Hub,Delhi,14,14.6,777,3.2,22/12/2024,12,22
5297,Tasty Bites,Chennai,73,12,306,1.2,04/09/2024,9,4
5298,Tasty Bites,Kolkata,44,6.16,207,4.1,04/04/2024,4,4
5299,Urban Kitchen,Delhi,78,11,603,4.8,09/11/2024,11,9
5300,Tasty Bites,Bangalore,63,14.04,541,2.2,04/04/2024,4,4
5301,Quickeats,Chennai,12,8.54,164,2,11/04/2024,4,11
5302,Urban Kitchen,Kolkata,15,7.47,366,2.8,01/08/2024,8,1
5303,Spice Hub,Delhi,65,8.74,498,3.5,10/05/2024,5,10
5304,Urban Kitchen,Kolkata,11,5.36,964,1.8,11/05/2024,5,11
5305,Foodies,Bangalore,47,13.7,796,4.2,11/04/2024,4,11
5306,Urban Kitchen,Chennai,65,12.16,979,1.8,26/02/2024,2,26
5307,Tasty Bites,Chennai,14,10.88,323,1,11/07/2024,7,11
5308,Tasty Bites,Kolkata,55,9.25,764,3.1,11/09/2024,9,11
5309,Quickeats,Delhi,20,14.57,388,3,10/06/2024,6,10
5310,Quickeats,Mumbai,74,5.17,384,3.8,01/02/2024,2,1
5311,Quickeats,Chennai,19,4.96,285,1.7,20/06/2024,6,20
5312,Spice Hub,Mumbai,50,4.39,325,4.3,06/04/2024,4,6
5313,Quickeats,Chennai,53,11.38,299,2.9,18/05/2024,5,18
5314,Spice Hub,Delhi,42,12.16,603,3.3,18/10/2024,10,18
5315,Quickeats,Delhi,65,9.36,110,3,20/05/2024,5,20
5316,Spice Hub,Chennai,21,10.13,936,1.6,08/11/2024,11,8
5317,Urban Kitchen,Kolkata,11,5.89,597,3.5,01/06/2024,6,1
5318,Urban Kitchen,Delhi,10,1.56,376,2,16/07/2024,7,16
5319,Tasty Bites,Delhi,74,4.55,102,2.5,11/12/2024,12,11
5320,Spice Hub,Bangalore,42,9.18,961,2.9,11/05/2024,5,11
5321,Foodies,Delhi,45,12.38,889,1.9,30/12/2024,12,30
5322,Tasty Bites,Bangalore,30,11.88,673,4.2,26/01/2024,1,26
5323,Urban Kitchen,Delhi,45,3.51,104,4.8,25/09/2024,9,25
5324,Spice Hub,Delhi,35,1.72,620,2.7,12/03/2024,3,12
5325,Quickeats,Kolkata,56,12.91,669,4.7,29/10/2024,10,29
5326,Foodies,Kolkata,10,2.06,379,4.5,26/07/2024,7,26
5327,Urban Kitchen,Delhi,47,6.51,522,1.7,18/06/2024,6,18
5328,Tasty Bites,Chennai,23,2.32,337,1.7,18/08/2024,8,18
5329,Spice Hub,Chennai,55,8.9,416,2.9,13/10/2024,10,13
5330,Foodies,Delhi,51,6.09,226,3.1,16/06/2024,6,16
5331,Spice Hub,Chennai,16,3.83,403,2.4,02/08/2024,8,2
5332,Quickeats,Delhi,64,9.33,848,2.3,25/04/2024,4,25
5333,Tasty Bites,Kolkata,65,6.09,830,2.7,23/05/2024,5,23
5334,Spice Hub,Mumbai,72,3.34,277,3.8,07/11/2024,11,7
5335,Urban Kitchen,Bangalore,33,10.8,929,1.3,25/11/2024,11,25
5336,Tasty Bites,Chennai,13,12.72,589,3.8,05/02/2024,2,5
5337,Urban Kitchen,Chennai,51,4.83,536,4.7,10/08/2024,8,10
5338,Spice Hub,Kolkata,79,3.61,760,4.1,23/08/2024,8,23
5339,Tasty Bites,Chennai,37,2.05,137,1.8,17/12/2024,12,17
5340,Urban Kitchen,Delhi,49,8.39,729,1.3,01/12/2024,12,1
5341,Quickeats,Delhi,60,12.64,582,3,02/07/2024,7,2
5342,Quickeats,Mumbai,38,4.51,414,4.8,29/08/2024,8,29
5343,Spice Hub,Mumbai,51,7.45,583,4.3,30/10/2024,10,30
5344,Tasty Bites,Mumbai,78,3.25,196,3.3,26/07/2024,7,26
5345,Foodies,Delhi,14,6.66,116,1.6,27/02/2024,2,27
5346,Tasty Bites,Mumbai,50,1.22,936,3.9,27/09/2024,9,27
5347,Quickeats,Mumbai,70,13.75,546,4.3,28/05/2024,5,28
5348,Urban Kitchen,Delhi,64,10.47,378,4.7,04/03/2024,3,4
5349,Foodies,Kolkata,37,5.66,551,3.4,14/05/2024,5,14
5350,Spice Hub,Chennai,50,13.34,551,3.1,03/11/2024,11,3
5351,Foodies,Bangalore,18,3.56,765,3,19/01/2024,1,19
5352,Spice Hub,Delhi,38,2.1,705,4.8,26/03/2024,3,26
5353,Foodies,Delhi,47,14.2,786,3.5,22/06/2024,6,22
5354,Spice Hub,Bangalore,71,5.33,913,2,07/02/2024,2,7
5355,Spice Hub,Bangalore,63,14.1,128,3.5,20/05/2024,5,20
5356,Foodies,Mumbai,61,9.93,645,3,26/10/2024,10,26
5357,Foodies,Bangalore,43,14.72,109,3.3,17/07/2024,7,17
5358,Spice Hub,Chennai,46,11.55,887,3,04/02/2024,2,4
5359,Quickeats,Chennai,58,2.48,901,3.9,10/05/2024,5,10
5360,Foodies,Chennai,51,12.93,200,3.6,14/08/2024,8,14
5361,Tasty Bites,Chennai,23,3.07,752,1.2,23/05/2024,5,23
5362,Urban Kitchen,Chennai,42,10.69,186,3.9,23/05/2024,5,23
5363,Spice Hub,Mumbai,26,8.01,569,2.6,12/07/2024,7,12
5364,Spice Hub,Delhi,41,10.91,400,4.8,23/12/2024,12,23
5365,Urban Kitchen,Bangalore,77,11.71,739,4.9,02/12/2024,12,2
5366,Quickeats,Delhi,48,12.25,305,2.8,14/06/2024,6,14
5367,Urban Kitchen,Bangalore,19,12.69,700,4.9,24/01/2024,1,24
5368,Foodies,Mumbai,33,12.86,181,2.2,02/08/2024,8,2
5369,Urban Kitchen,Mumbai,67,6.78,311,3.7,29/12/2024,12,29
5370,Spice Hub,Kolkata,78,13.45,218,1.3,08/11/2024,11,8
5371,Urban Kitchen,Kolkata,73,11.07,959,1.6,23/08/2024,8,23
5372,Tasty Bites,Mumbai,28,12.75,235,4.5,02/05/2024,5,2
5373,Foodies,Mumbai,17,14.85,872,4.6,25/02/2024,2,25
5374,Urban Kitchen,Bangalore,49,2.63,887,3.1,26/03/2024,3,26
5375,Spice Hub,Mumbai,22,6.19,476,2.4,17/11/2024,11,17
5376,Foodies,Delhi,36,12.29,527,2.8,18/03/2024,3,18
5377,Spice Hub,Bangalore,11,2.21,819,4.5,01/04/2024,4,1
5378,Quickeats,Mumbai,25,8.57,413,1.8,28/11/2024,11,28
5379,Tasty Bites,Bangalore,23,13.02,503,2.2,04/09/2024,9,4
5380,Quickeats,Bangalore,26,1.27,342,4.1,11/04/2024,4,11
5381,Tasty Bites,Chennai,69,14.15,444,4.7,02/12/2024,12,2
5382,Urban Kitchen,Kolkata,79,14.69,711,1.4,13/03/2024,3,13
5383,Foodies,Bangalore,26,5.51,726,4.2,13/11/2024,11,13
5384,Urban Kitchen,Bangalore,54,11.74,941,3.6,19/08/2024,8,19
5385,Tasty Bites,Chennai,47,2.78,523,1.9,14/01/2024,1,14
5386,Tasty Bites,Mumbai,73,11.82,115,4,12/07/2024,7,12
5387,Tasty Bites,Bangalore,15,7.74,615,3.9,21/08/2024,8,21
5388,Spice Hub,Chennai,69,13.04,365,1.6,06/07/2024,7,6
5389,Foodies,Delhi,58,3.98,659,3,03/10/2024,10,3
5390,Urban Kitchen,Chennai,30,10.42,834,4,30/01/2024,1,30
5391,Urban Kitchen,Kolkata,32,12.01,815,1.8,25/01/2024,1,25
5392,Quickeats,Kolkata,66,3.83,119,2.9,05/07/2024,7,5
5393,Tasty Bites,Mumbai,73,12.46,899,1.5,18/08/2024,8,18
5394,Tasty Bites,Mumbai,38,14.41,805,2.2,20/12/2024,12,20
5395,Tasty Bites,Kolkata,36,9.63,927,1.9,13/05/2024,5,13
5396,Urban Kitchen,Kolkata,15,11.99,110,3,10/05/2024,5,10
5397,Quickeats,Bangalore,30,8.46,119,1.6,21/04/2024,4,21
5398,Spice Hub,Kolkata,50,9.37,378,2.5,08/05/2024,5,8
5399,Foodies,Mumbai,14,1.19,994,2.1,05/03/2024,3,5
5400,Spice Hub,Kolkata,24,8.34,432,4,26/01/2024,1,26
5401,Urban Kitchen,Mumbai,30,9.06,646,3.8,18/01/2024,1,18
5402,Tasty Bites,Delhi,67,10.38,500,1.4,13/05/2024,5,13
5403,Foodies,Kolkata,13,3.37,877,4.8,21/07/2024,7,21
5404,Urban Kitchen,Mumbai,78,4.38,843,4,10/09/2024,9,10
5405,Urban Kitchen,Chennai,16,11.58,137,3.5,09/02/2024,2,9
5406,Urban Kitchen,Bangalore,44,3.35,182,2.9,30/01/2024,1,30
5407,Foodies,Mumbai,45,6.82,131,1.7,18/03/2024,3,18
5408,Foodies,Kolkata,24,4.51,153,4.8,25/11/2024,11,25
5409,Quickeats,Kolkata,11,8.63,836,1,05/09/2024,9,5
5410,Quickeats,Delhi,66,14.82,924,3.8,13/10/2024,10,13
5411,Spice Hub,Chennai,14,12.93,718,3,12/06/2024,6,12
5412,Foodies,Mumbai,41,4.77,636,4.6,30/11/2024,11,30
5413,Foodies,Chennai,50,6.16,144,2.5,17/02/2024,2,17
5414,Foodies,Delhi,51,13.86,729,3.1,18/03/2024,3,18
5415,Quickeats,Bangalore,74,13.58,393,4,20/04/2024,4,20
5416,Urban Kitchen,Chennai,49,3.25,224,1.2,08/12/2024,12,8
5417,Tasty Bites,Delhi,47,12.61,647,1.2,29/09/2024,9,29
5418,Quickeats,Mumbai,51,5.17,443,1.8,09/10/2024,10,9
5419,Foodies,Bangalore,46,8.61,991,1.6,29/12/2024,12,29
5420,Quickeats,Kolkata,65,1.07,522,1,10/09/2024,9,10
5421,Spice Hub,Delhi,64,14.98,266,3,05/05/2024,5,5
5422,Foodies,Kolkata,63,11.66,368,4.2,19/06/2024,6,19
5423,Spice Hub,Bangalore,31,4.38,293,4.8,21/07/2024,7,21
5424,Foodies,Delhi,36,10.57,223,2.8,08/05/2024,5,8
5425,Quickeats,Delhi,56,5.11,370,2.1,06/10/2024,10,6
5426,Urban Kitchen,Bangalore,47,2.25,157,4.5,08/01/2024,1,8
5427,Tasty Bites,Mumbai,48,6.95,979,4.4,12/10/2024,10,12
5428,Spice Hub,Delhi,24,9.59,158,3.5,18/01/2024,1,18
5429,Quickeats,Bangalore,75,2.26,549,2.1,28/11/2024,11,28
5430,Urban Kitchen,Chennai,70,8.26,919,4.6,01/05/2024,5,1
5431,Quickeats,Kolkata,69,8.21,316,1.7,05/05/2024,5,5
5432,Spice Hub,Delhi,17,9.8,680,1.2,15/08/2024,8,15
5433,Tasty Bites,Chennai,53,4.43,581,4.2,23/03/2024,3,23
5434,Quickeats,Delhi,52,1.29,343,3.3,06/07/2024,7,6
5435,Foodies,Mumbai,15,5.55,202,2,02/06/2024,6,2
5436,Urban Kitchen,Bangalore,36,6.58,616,3.7,03/05/2024,5,3
5437,Quickeats,Delhi,54,9.9,910,4.1,19/12/2024,12,19
5438,Urban Kitchen,Bangalore,32,14.02,363,4.4,04/11/2024,11,4
5439,Foodies,Delhi,22,3.85,340,2.1,04/04/2024,4,4
5440,Tasty Bites,Mumbai,77,10.62,945,1.1,01/05/2024,5,1
5441,Tasty Bites,Mumbai,73,2.36,960,3,27/12/2024,12,27
5442,Foodies,Chennai,34,3.67,833,4.4,11/03/2024,3,11
5443,Urban Kitchen,Mumbai,61,8.13,930,1.8,13/04/2024,4,13
5444,Quickeats,Bangalore,57,10.92,328,2.7,02/06/2024,6,2
